Con estrategia
Tablero de 4x4 con 2 caballos preubicados
Tiempo: 0.00145974
Tiempo: 0.0015731
Tiempo: 0.00145041
Tiempo: 0.00144966
Tiempo: 0.000857728
Tiempo: 0.000543993
Tiempo: 0.00056898
Tiempo: 0.000615994
Tiempo: 0.000620985
Tiempo: 0.000568925
Tiempo: 0.000605644
Tiempo: 0.000589945
Tiempo: 0.000543563
Tiempo: 0.000543881
Tiempo: 0.000543289
Tiempo: 0.000546342
Tiempo: 0.000543622
Tiempo: 0.000571694
Tiempo: 0.00054362
Tiempo: 0.000543593
Tiempo: 0.000543539
Tiempo: 0.00054358
Tiempo: 0.000543531
Tiempo: 0.000543775
Tiempo: 0.000543567
Tiempo: 0.000600357
Tiempo: 0.00054389
Tiempo: 0.00054372
Tiempo: 0.000543558
Tiempo: 0.000546001
Tiempo: 0.000543534
Tiempo: 0.000555438
Tiempo: 0.000613806
Tiempo: 0.000544145
Tiempo: 0.000543734
Tiempo: 0.00055528
Tiempo: 0.000544135
Tiempo: 0.000543816
Tiempo: 0.000543775
Tiempo: 0.000571714
Tiempo: 0.000569874
Tiempo: 0.000543832
Tiempo: 0.000566451
Tiempo: 0.000573623
Tiempo: 0.00057301
Tiempo: 0.000543792
Tiempo: 0.000615861
Tiempo: 0.000543949
Tiempo: 0.00054385
Tiempo: 0.000543921
Tiempo: 0.000543918
Tiempo: 0.000543884
Tiempo: 0.000543909
Tiempo: 0.000600645
Tiempo: 0.000544012
Tiempo: 0.000543963
Tiempo: 0.000543656
Tiempo: 0.000543781
Tiempo: 0.000543667
Tiempo: 0.000543776
Tiempo: 0.000543725
Tiempo: 0.000544012
Tiempo: 0.000543826
Tiempo: 0.000543817
Tiempo: 0.000543743
Tiempo: 0.000543801
Tiempo: 0.000543852
Tiempo: 0.00054381
Tiempo: 0.000611857
Tiempo: 0.000543987
Tiempo: 0.000543691
Tiempo: 0.000543763
Tiempo: 0.000543732
Tiempo: 0.000543807
Tiempo: 0.000543927
Tiempo: 0.000588474
Tiempo: 0.000543855
Tiempo: 0.000543941
Tiempo: 0.000543518
Tiempo: 0.000543951
Tiempo: 0.000543782
Tiempo: 0.000543883
Tiempo: 0.000607375
Tiempo: 0.000544196
Tiempo: 0.000543794
Tiempo: 0.000544059
Tiempo: 0.00054355
Tiempo: 0.000544059
Tiempo: 0.000543607
Tiempo: 0.000586456
Tiempo: 0.000543641
Tiempo: 0.000543952
Tiempo: 0.000555111
Tiempo: 0.000544052
Tiempo: 0.000543537
Tiempo: 0.000543863
Tiempo: 0.000616694
Tiempo: 0.000621416
Tiempo: 0.000579379
Tiempo: 0.000543711
Tiempo: 0.000543924
Tiempo: 0.000543649
Tiempo: 0.000543709
Tiempo: 0.000543887
Tiempo: 0.000547744
Tiempo: 0.00054378
Tiempo: 0.000543829
Tiempo: 0.000543668
Tiempo: 0.000543734
Tiempo: 0.000543617
Tiempo: 0.000543698
Tiempo: 0.000550304
Tiempo: 0.000543875
Tiempo: 0.000543833
Tiempo: 0.000543513
Tiempo: 0.000543822
Tiempo: 0.0005435
Tiempo: 0.000543739
Tiempo: 0.000547279
Tiempo: 0.000543942
Tiempo: 0.000543394
Tiempo: 0.000543702
Tiempo: 0.000543631
Tiempo: 0.000543603
Tiempo: 0.000543626
Tiempo: 0.000547273
Tiempo: 0.000543882
Tiempo: 0.000543617
Tiempo: 0.000543621
Tiempo: 0.000543837
Tiempo: 0.000543609
Tiempo: 0.000543846
Tiempo: 0.000543577
Tiempo: 0.000551469
Tiempo: 0.000544125
Tiempo: 0.000544191
Tiempo: 0.000543995
Tiempo: 0.000544102
