Con estrategia
Tablero de 3x3 con 0 caballos preubicados
Tiempo: 0.000215526
Tiempo: 0.000210918
Tiempo: 0.00020933
Tiempo: 0.000208796
Tiempo: 0.000208853
Tiempo: 0.000208699
Tiempo: 0.000208975
Tiempo: 0.000208756
Tiempo: 0.000209039
Tiempo: 0.00020897
Tiempo: 0.000208994
Tiempo: 0.000208927
Tiempo: 0.000281984
Tiempo: 0.000210158
Tiempo: 0.000209128
Tiempo: 0.000209053
Tiempo: 0.000209053
Tiempo: 0.000209155
Tiempo: 0.000209107
Tiempo: 0.000209149
Tiempo: 0.000209026
Tiempo: 0.000208978
Tiempo: 0.000208925
Tiempo: 0.000209081
Tiempo: 0.000209081
Tiempo: 0.000209165
Tiempo: 0.000209075
Tiempo: 0.000208934
Tiempo: 0.000208963
Tiempo: 0.000242797
Tiempo: 0.0001592
Tiempo: 8.3618e-05
Tiempo: 7.8376e-05
Tiempo: 7.8309e-05
Tiempo: 7.8399e-05
Tiempo: 7.8369e-05
Tiempo: 7.8509e-05
Tiempo: 7.8382e-05
Tiempo: 7.8448e-05
Tiempo: 7.8299e-05
Tiempo: 7.8356e-05
Tiempo: 7.8359e-05
Tiempo: 7.8393e-05
Tiempo: 7.8344e-05
Tiempo: 8.8276e-05
Tiempo: 8.959e-05
Tiempo: 8.9744e-05
Tiempo: 8.9625e-05
Tiempo: 8.947e-05
Tiempo: 8.9585e-05
Tiempo: 8.9541e-05
Tiempo: 8.9631e-05
Tiempo: 8.9475e-05
Tiempo: 8.953e-05
Tiempo: 8.9401e-05
Tiempo: 9.116e-05
Tiempo: 8.8123e-05
Tiempo: 9.2048e-05
Tiempo: 7.828e-05
Tiempo: 7.8363e-05
Tiempo: 7.836e-05
Tiempo: 7.8374e-05
Tiempo: 7.8293e-05
Tiempo: 7.841e-05
Tiempo: 8.14e-05
Tiempo: 9.2313e-05
Tiempo: 8.4224e-05
Tiempo: 7.8409e-05
Tiempo: 7.8331e-05
Tiempo: 8.3299e-05
Tiempo: 9.1777e-05
Tiempo: 8.8794e-05
Tiempo: 9.0551e-05
Tiempo: 0.000102482
Tiempo: 8.9978e-05
Tiempo: 8.444e-05
Tiempo: 7.8398e-05
Tiempo: 7.8351e-05
Tiempo: 7.8283e-05
Tiempo: 7.8332e-05
Tiempo: 7.8326e-05
Tiempo: 7.8354e-05
Tiempo: 7.8253e-05
Tiempo: 7.8247e-05
Tiempo: 7.8234e-05
Tiempo: 7.8267e-05
Tiempo: 7.8268e-05
Tiempo: 7.8295e-05
Tiempo: 7.826e-05
Tiempo: 7.831e-05
Tiempo: 7.8237e-05
Tiempo: 7.8317e-05
Tiempo: 7.8293e-05
Tiempo: 7.8334e-05
Tiempo: 7.8274e-05
Tiempo: 7.8307e-05
Tiempo: 7.8238e-05
Tiempo: 7.8222e-05
Tiempo: 7.8269e-05
Tiempo: 7.8268e-05
Tiempo: 7.8266e-05
Tiempo: 7.8312e-05
Tiempo: 7.8318e-05
Tiempo: 7.8284e-05
Tiempo: 7.8271e-05
Tiempo: 7.8268e-05
Tiempo: 7.825e-05
Tiempo: 7.8303e-05
Tiempo: 7.8169e-05
Tiempo: 7.8296e-05
Tiempo: 7.8258e-05
Tiempo: 7.833e-05
Tiempo: 7.8258e-05
Tiempo: 7.8336e-05
Tiempo: 7.8282e-05
Tiempo: 7.8287e-05
Tiempo: 7.8272e-05
Tiempo: 7.8335e-05
Tiempo: 7.8265e-05
Tiempo: 7.8238e-05
Tiempo: 7.8273e-05
Tiempo: 8.6487e-05
Tiempo: 7.8798e-05
Tiempo: 7.8439e-05
Tiempo: 7.838e-05
Tiempo: 7.8335e-05
Tiempo: 7.8388e-05
Tiempo: 7.8463e-05
Tiempo: 7.8441e-05
Tiempo: 7.8438e-05
Tiempo: 7.8343e-05
Tiempo: 7.838e-05
Tiempo: 7.84e-05
Tiempo: 7.8377e-05
Tiempo: 7.8384e-05
Tiempo: 7.8455e-05
Tiempo: 7.8403e-05
Tiempo: 7.8452e-05
Tiempo: 7.8478e-05
Tiempo: 7.8404e-05
Tiempo: 7.8462e-05
Tiempo: 7.8463e-05
Tiempo: 7.8489e-05
Tiempo: 7.8486e-05
Tiempo: 7.8495e-05
Tiempo: 7.8476e-05
Tiempo: 7.8469e-05
Tiempo: 7.8431e-05
Tiempo: 7.8491e-05
Tiempo: 7.8486e-05
Tiempo: 7.8499e-05
Tiempo: 7.8483e-05
Tiempo: 7.8523e-05
Tiempo: 7.8474e-05
Tiempo: 7.8465e-05
Tiempo: 7.8426e-05
Tiempo: 7.8472e-05
Tiempo: 7.8504e-05
Tiempo: 7.8506e-05
Tiempo: 7.8489e-05
Tiempo: 7.8524e-05
Tiempo: 7.8475e-05
Tiempo: 7.8529e-05
Tiempo: 7.843e-05
Tiempo: 7.8507e-05
Tiempo: 7.847e-05
Tiempo: 7.8467e-05
Tiempo: 7.8446e-05
Tiempo: 7.8471e-05
Tiempo: 7.8409e-05
Tiempo: 9.7261e-05
Tiempo: 9e-05
Tiempo: 8.3332e-05
Tiempo: 7.8363e-05
Tiempo: 7.8294e-05
Tiempo: 7.8343e-05
Tiempo: 7.8247e-05
Tiempo: 7.8365e-05
Tiempo: 7.8231e-05
Tiempo: 7.8413e-05
Tiempo: 7.8319e-05
Tiempo: 7.8411e-05
Tiempo: 7.8308e-05
Tiempo: 7.8401e-05
Tiempo: 7.8223e-05
Tiempo: 7.8411e-05
Tiempo: 7.8301e-05
Tiempo: 7.8387e-05
Tiempo: 7.8322e-05
Tiempo: 7.8425e-05
Tiempo: 7.8372e-05
Tiempo: 7.8363e-05
Tiempo: 7.8269e-05
Tiempo: 7.843e-05
Tiempo: 7.8333e-05
Tiempo: 7.828e-05
Tiempo: 7.8345e-05
Tiempo: 7.835e-05
Tiempo: 7.8236e-05
Tiempo: 7.8367e-05
Tiempo: 7.828e-05
Tiempo: 7.8339e-05
Tiempo: 7.8297e-05
Tiempo: 7.8352e-05
Tiempo: 7.8374e-05
Tiempo: 7.8359e-05
Tiempo: 7.8291e-05
Tiempo: 7.8358e-05
Tiempo: 7.8292e-05
Tiempo: 7.8376e-05
Tiempo: 7.8369e-05
Tiempo: 7.841e-05
Tiempo: 7.8261e-05
Tiempo: 7.8789e-05
Tiempo: 7.8311e-05
Tiempo: 7.8314e-05
Tiempo: 7.8302e-05
Tiempo: 7.8256e-05
Tiempo: 8.6542e-05
Tiempo: 9.0668e-05
Tiempo: 7.8418e-05
Tiempo: 7.8461e-05
Tiempo: 7.8405e-05
Tiempo: 7.8351e-05
Tiempo: 7.8431e-05
Tiempo: 7.8376e-05
Tiempo: 7.8431e-05
Tiempo: 7.8447e-05
Tiempo: 7.8472e-05
Tiempo: 7.8421e-05
Tiempo: 8.5565e-05
Tiempo: 8.9674e-05
Tiempo: 8.9739e-05
Tiempo: 8.1714e-05
Tiempo: 7.8531e-05
Tiempo: 7.8503e-05
Tiempo: 9.0225e-05
Tiempo: 8.944e-05
Tiempo: 8.8339e-05
Tiempo: 7.8512e-05
Tiempo: 7.85e-05
Tiempo: 7.8496e-05
Tiempo: 7.8482e-05
Tiempo: 7.8531e-05
Tiempo: 7.8487e-05
Tiempo: 7.8546e-05
Tiempo: 7.8527e-05
Tiempo: 7.8485e-05
Tiempo: 7.8435e-05
Tiempo: 7.8518e-05
Tiempo: 7.8495e-05
Tiempo: 7.8523e-05
Tiempo: 7.852e-05
Tiempo: 7.8522e-05
Tiempo: 7.8512e-05
Tiempo: 7.854e-05
Tiempo: 7.8537e-05
Tiempo: 8.6808e-05
Tiempo: 8.9777e-05
Tiempo: 8.4079e-05
Tiempo: 7.8568e-05
Tiempo: 7.8512e-05
Tiempo: 7.8455e-05
Tiempo: 7.8495e-05
Tiempo: 7.8507e-05
Tiempo: 0.000111719
Tiempo: 8.5001e-05
Tiempo: 7.8389e-05
Tiempo: 7.842e-05
Tiempo: 7.8426e-05
Tiempo: 7.85e-05
Tiempo: 9.4205e-05
Tiempo: 8.557e-05
Tiempo: 8.1557e-05
Tiempo: 8.5353e-05
Tiempo: 7.8436e-05
Tiempo: 7.8546e-05
Tiempo: 7.8379e-05
Tiempo: 8.9153e-05
Tiempo: 9.1862e-05
Tiempo: 8.5462e-05
Tiempo: 9.0061e-05
Tiempo: 8.9677e-05
Tiempo: 9.0037e-05
Tiempo: 7.8443e-05
Tiempo: 7.838e-05
Tiempo: 8.696e-05
Tiempo: 8.8267e-05
Tiempo: 7.8596e-05
