Con poda
Tablero de 4x4 con 0 caballos preubicados
Tiempo: 0.000473172
Tiempo: 0.000469129
Tiempo: 0.000467951
Tiempo: 0.000467862
Tiempo: 0.00046721
Tiempo: 0.000537904
Tiempo: 0.000468198
Tiempo: 0.000467964
Tiempo: 0.00046694
Tiempo: 0.000467002
Tiempo: 0.000468032
Tiempo: 0.000466982
Tiempo: 0.000467949
Tiempo: 0.000489303
Tiempo: 0.000468141
Tiempo: 0.000467633
Tiempo: 0.000467925
Tiempo: 0.000467688
Tiempo: 0.000467633
Tiempo: 0.000479117
Tiempo: 0.000468489
Tiempo: 0.000486087
Tiempo: 0.000467874
Tiempo: 0.000467357
Tiempo: 0.000468216
Tiempo: 0.000467729
Tiempo: 0.000467621
Tiempo: 0.000467607
Tiempo: 0.000467799
Tiempo: 0.000467733
Tiempo: 0.000341496
Tiempo: 0.000175654
Tiempo: 0.000175463
Tiempo: 0.000175237
Tiempo: 0.000175338
Tiempo: 0.000175384
Tiempo: 0.000175421
Tiempo: 0.000175346
Tiempo: 0.000175458
Tiempo: 0.000175338
Tiempo: 0.00017535
Tiempo: 0.000175316
Tiempo: 0.000175314
Tiempo: 0.000175308
Tiempo: 0.00017539
Tiempo: 0.000175339
Tiempo: 0.000175334
Tiempo: 0.000175341
Tiempo: 0.000175267
Tiempo: 0.00017537
Tiempo: 0.000175385
Tiempo: 0.000183298
Tiempo: 0.000191922
Tiempo: 0.000175515
Tiempo: 0.000175349
Tiempo: 0.000175408
Tiempo: 0.000175341
Tiempo: 0.000175339
Tiempo: 0.000175259
Tiempo: 0.00017537
Tiempo: 0.000175438
Tiempo: 0.000175409
Tiempo: 0.000175404
Tiempo: 0.000175282
Tiempo: 0.000175224
Tiempo: 0.000175348
Tiempo: 0.000175336
Tiempo: 0.00017541
Tiempo: 0.000175283
Tiempo: 0.00017534
Tiempo: 0.000175244
Tiempo: 0.000175418
Tiempo: 0.00017524
Tiempo: 0.000182725
Tiempo: 0.000175636
Tiempo: 0.00017542
Tiempo: 0.000175379
Tiempo: 0.000175337
Tiempo: 0.000175368
Tiempo: 0.000186547
Tiempo: 0.000199662
Tiempo: 0.000175373
Tiempo: 0.000175221
Tiempo: 0.00017541
Tiempo: 0.00017536
