20000 ciudades aleatorias
Presupuesto bajo
Tiempo: 0.00733268
Tiempo: 0.00681455
Tiempo: 0.00680458
Tiempo: 0.00685394
Tiempo: 0.00684384
Tiempo: 0.00683423
Tiempo: 0.00680616
Tiempo: 0.00677658
Tiempo: 0.00691326
Tiempo: 0.0068559
Tiempo: 0.00681688
Tiempo: 0.00677258
Tiempo: 0.00704296
Tiempo: 0.00680273
Tiempo: 0.00686692
Tiempo: 0.00678009
Tiempo: 0.0068248
Tiempo: 0.00681702
Tiempo: 0.00677958
Tiempo: 0.0068474
Tiempo: 0.0068429
Tiempo: 0.00681094
Tiempo: 0.00680918
Tiempo: 0.00678918
Tiempo: 0.00681604
Tiempo: 0.00689733
Tiempo: 0.00678287
Tiempo: 0.00677027
Tiempo: 0.00678853
Tiempo: 0.00677046
Tiempo: 0.00686056
Tiempo: 0.00677905
Tiempo: 0.00679266
Tiempo: 0.00678398
Tiempo: 0.00682433
Tiempo: 0.00684215
Tiempo: 0.00686242
Tiempo: 0.00681415
Tiempo: 0.00677429
Tiempo: 0.00676871
Tiempo: 0.00683932
Tiempo: 0.00685005
Tiempo: 0.00678834
Tiempo: 0.00679383
Tiempo: 0.0067818
Tiempo: 0.00678652
Tiempo: 0.00687454
Tiempo: 0.00682193
Tiempo: 0.00680439
Tiempo: 0.00682189
Tiempo: 0.00678489
Tiempo: 0.0068392
Tiempo: 0.00683867
Tiempo: 0.00678888
Tiempo: 0.00676283
Tiempo: 0.00680263
Tiempo: 0.00682404
Tiempo: 0.00683046
Tiempo: 0.00684328
Tiempo: 0.00681147
Tiempo: 0.00677116
Tiempo: 0.0068472
Tiempo: 0.00685645
Tiempo: 0.00678188
Tiempo: 0.00678934
Tiempo: 0.00678746
Tiempo: 0.0067886
Tiempo: 0.00683845
Tiempo: 0.00695424
Tiempo: 0.00683467
Tiempo: 0.00680559
Tiempo: 0.00678392
Tiempo: 0.00682111
Tiempo: 0.00684691
Tiempo: 0.00678385
Tiempo: 0.00677104
Tiempo: 0.00678002
Tiempo: 0.00677364
Tiempo: 0.0068511
Tiempo: 0.00677304
Tiempo: 0.0067626
Tiempo: 0.00676099
Tiempo: 0.00676445
Tiempo: 0.00689142
Tiempo: 0.00679401
Tiempo: 0.00677701
Tiempo: 0.00681954
Tiempo: 0.0067664
Tiempo: 0.00680753
Tiempo: 0.00683333
Tiempo: 0.00677388
Tiempo: 0.00677624
Tiempo: 0.00676924
Tiempo: 0.00677642
Tiempo: 0.00680814
Tiempo: 0.00677645
Tiempo: 0.00677674
Tiempo: 0.00676289
Tiempo: 0.00682761
Tiempo: 0.00682603
Tiempo: 0.00681699
Tiempo: 0.00682085
Tiempo: 0.00677814
Tiempo: 0.00676771
Tiempo: 0.00678266
Tiempo: 0.00683272
Tiempo: 0.00676237
Tiempo: 0.00675536
Tiempo: 0.00675331
Tiempo: 0.00678362
Tiempo: 0.00685823
Tiempo: 0.00680226
Tiempo: 0.00678337
Tiempo: 0.00675722
Tiempo: 0.00677315
Tiempo: 0.0068289
Tiempo: 0.00676839
Tiempo: 0.00676114
Tiempo: 0.00678782
Tiempo: 0.00679509
Tiempo: 0.0068363
Tiempo: 0.00684566
Tiempo: 0.0067709
Tiempo: 0.00683883
Tiempo: 0.00681694
Tiempo: 0.00682732
Tiempo: 0.00685012
Tiempo: 0.00678011
Tiempo: 0.00681694
Tiempo: 0.00677841
Tiempo: 0.00742338
Tiempo: 0.00848375
Tiempo: 0.0068725
Tiempo: 0.00693403
Tiempo: 0.00682401
Tiempo: 0.00685525
Tiempo: 0.00687192
Tiempo: 0.00685948
Tiempo: 0.00677339
Tiempo: 0.00678484
Tiempo: 0.00680116
Tiempo: 0.00679579
Tiempo: 0.00682471
Tiempo: 0.00887195
Tiempo: 0.00692568
Tiempo: 0.00679355
Tiempo: 0.00681885
Tiempo: 0.00689941
Tiempo: 0.00682338
Tiempo: 0.00681002
Tiempo: 0.00682284
Tiempo: 0.00678118
Tiempo: 0.0068294
Tiempo: 0.00685553
Tiempo: 0.00678844
Tiempo: 0.00676676
Tiempo: 0.00677366
Tiempo: 0.00679794
Tiempo: 0.00682699
Tiempo: 0.00682531
Tiempo: 0.00681619
Tiempo: 0.00676974
Tiempo: 0.00678809
Tiempo: 0.0068315
Tiempo: 0.00683322
Tiempo: 0.00676487
Tiempo: 0.0067859
Tiempo: 0.00681542
Tiempo: 0.00685125
Tiempo: 0.00685244
Tiempo: 0.0067762
Tiempo: 0.00682123
Tiempo: 0.00677618
Tiempo: 0.00682901
Tiempo: 0.00684823
Tiempo: 0.00677804
Tiempo: 0.00679062
Tiempo: 0.00678407
Tiempo: 0.00676745
Tiempo: 0.00686027
Tiempo: 0.00680337
Tiempo: 0.00678567
Tiempo: 0.00677331
Tiempo: 0.00681942
Tiempo: 0.00683546
Tiempo: 0.00685289
Tiempo: 0.00682792
Tiempo: 0.00678673
Tiempo: 0.00678331
Tiempo: 0.00679387
Tiempo: 0.00684201
Tiempo: 0.00678076
Tiempo: 0.00678399
Tiempo: 0.00678702
Tiempo: 0.00680433
