Con poda
Tablero de 4x4 con 4 caballos preubicados
Tiempo: 3.0772e-05
Tiempo: 2.7634e-05
Tiempo: 2.62e-05
Tiempo: 2.574e-05
Tiempo: 2.5758e-05
Tiempo: 2.5726e-05
Tiempo: 2.5644e-05
Tiempo: 2.5662e-05
Tiempo: 2.5722e-05
Tiempo: 2.5665e-05
Tiempo: 2.5681e-05
Tiempo: 2.5662e-05
Tiempo: 2.5695e-05
Tiempo: 2.568e-05
Tiempo: 2.5722e-05
Tiempo: 2.5699e-05
Tiempo: 2.5731e-05
Tiempo: 2.571e-05
Tiempo: 2.5731e-05
Tiempo: 2.5698e-05
Tiempo: 2.5725e-05
Tiempo: 2.5695e-05
Tiempo: 2.5729e-05
Tiempo: 2.5704e-05
Tiempo: 2.5729e-05
Tiempo: 2.5704e-05
Tiempo: 2.571e-05
Tiempo: 2.5722e-05
Tiempo: 2.5728e-05
Tiempo: 2.5704e-05
Tiempo: 2.5746e-05
Tiempo: 2.5699e-05
Tiempo: 2.5752e-05
Tiempo: 2.5702e-05
Tiempo: 2.5746e-05
Tiempo: 2.5698e-05
Tiempo: 2.5719e-05
Tiempo: 2.5698e-05
Tiempo: 2.575e-05
Tiempo: 2.5695e-05
Tiempo: 2.5726e-05
Tiempo: 2.5704e-05
Tiempo: 2.5734e-05
Tiempo: 2.5704e-05
Tiempo: 2.5725e-05
Tiempo: 2.5705e-05
Tiempo: 2.5731e-05
Tiempo: 2.5702e-05
Tiempo: 2.5722e-05
Tiempo: 2.5704e-05
Tiempo: 2.5737e-05
Tiempo: 2.5707e-05
Tiempo: 2.5729e-05
Tiempo: 2.5704e-05
Tiempo: 2.5729e-05
Tiempo: 2.571e-05
Tiempo: 2.5731e-05
Tiempo: 2.571e-05
Tiempo: 2.5737e-05
Tiempo: 2.5699e-05
Tiempo: 7.3849e-05
Tiempo: 2.6073e-05
Tiempo: 2.5665e-05
Tiempo: 2.5762e-05
Tiempo: 2.5764e-05
Tiempo: 2.5717e-05
Tiempo: 2.5755e-05
Tiempo: 2.5716e-05
Tiempo: 2.5738e-05
Tiempo: 2.5716e-05
Tiempo: 2.5729e-05
Tiempo: 2.5707e-05
Tiempo: 2.5743e-05
Tiempo: 2.5719e-05
Tiempo: 2.5746e-05
Tiempo: 2.572e-05
Tiempo: 2.5761e-05
Tiempo: 2.5707e-05
Tiempo: 2.574e-05
Tiempo: 2.5737e-05
Tiempo: 2.574e-05
Tiempo: 2.5725e-05
Tiempo: 2.5744e-05
Tiempo: 2.5713e-05
Tiempo: 2.574e-05
Tiempo: 2.5728e-05
Tiempo: 2.5746e-05
Tiempo: 2.5725e-05
Tiempo: 2.5764e-05
Tiempo: 2.572e-05
Tiempo: 2.5767e-05
Tiempo: 2.5738e-05
Tiempo: 2.5728e-05
Tiempo: 2.5725e-05
Tiempo: 2.5744e-05
Tiempo: 2.5704e-05
Tiempo: 2.5741e-05
Tiempo: 2.5722e-05
Tiempo: 2.574e-05
Tiempo: 2.5725e-05
Tiempo: 2.5746e-05
Tiempo: 2.5726e-05
Tiempo: 2.5755e-05
Tiempo: 2.5701e-05
Tiempo: 2.5743e-05
Tiempo: 2.5722e-05
Tiempo: 2.5728e-05
Tiempo: 2.5725e-05
Tiempo: 2.5753e-05
Tiempo: 2.5722e-05
Tiempo: 2.5741e-05
Tiempo: 2.5713e-05
Tiempo: 2.5728e-05
Tiempo: 2.5717e-05
Tiempo: 2.5734e-05
Tiempo: 2.5729e-05
Tiempo: 2.574e-05
Tiempo: 2.5728e-05
Tiempo: 2.5749e-05
Tiempo: 2.5725e-05
Tiempo: 2.5741e-05
Tiempo: 2.571e-05
Tiempo: 2.5747e-05
Tiempo: 2.5713e-05
Tiempo: 2.5728e-05
Tiempo: 2.571e-05
Tiempo: 2.574e-05
Tiempo: 2.5698e-05
Tiempo: 2.5728e-05
Tiempo: 2.5696e-05
Tiempo: 2.5743e-05
Tiempo: 2.5705e-05
Tiempo: 2.5728e-05
Tiempo: 2.5722e-05
Tiempo: 2.5728e-05
Tiempo: 2.5725e-05
Tiempo: 2.5738e-05
Tiempo: 2.5719e-05
Tiempo: 2.5737e-05
Tiempo: 2.571e-05
Tiempo: 2.5743e-05
Tiempo: 2.5723e-05
Tiempo: 2.5734e-05
Tiempo: 2.5723e-05
Tiempo: 2.5755e-05
Tiempo: 2.5701e-05
Tiempo: 2.5737e-05
Tiempo: 2.5719e-05
Tiempo: 2.5744e-05
Tiempo: 2.5704e-05
Tiempo: 2.5741e-05
Tiempo: 2.5722e-05
