Con todo
Tablero de 5x5 con 2 caballos preubicados
Tiempo: 0.00333949
Tiempo: 0.00324048
Tiempo: 0.0031669
Tiempo: 0.00162902
Tiempo: 0.00125404
Tiempo: 0.00120588
Tiempo: 0.00123747
Tiempo: 0.00122825
Tiempo: 0.00120826
Tiempo: 0.00123682
Tiempo: 0.00120538
Tiempo: 0.0012051
Tiempo: 0.00121863
Tiempo: 0.00120562
Tiempo: 0.00124082
Tiempo: 0.00120599
Tiempo: 0.0012427
Tiempo: 0.00125916
Tiempo: 0.001246
Tiempo: 0.00124674
Tiempo: 0.0012051
Tiempo: 0.00120504
Tiempo: 0.00121416
Tiempo: 0.00120523
Tiempo: 0.00120504
Tiempo: 0.00120929
Tiempo: 0.00120509
Tiempo: 0.00120501
Tiempo: 0.00120493
Tiempo: 0.0012337
Tiempo: 0.0012051
Tiempo: 0.00120577
Tiempo: 0.00121675
Tiempo: 0.00120613
Tiempo: 0.00120577
Tiempo: 0.00122434
Tiempo: 0.00120509
Tiempo: 0.00120501
Tiempo: 0.00120499
Tiempo: 0.00120898
Tiempo: 0.00120495
Tiempo: 0.001205
Tiempo: 0.00138385
Tiempo: 0.00121522
Tiempo: 0.00120491
Tiempo: 0.00120878
Tiempo: 0.0012051
Tiempo: 0.00120589
Tiempo: 0.00120855
Tiempo: 0.00120523
Tiempo: 0.00120501
Tiempo: 0.00120505
Tiempo: 0.00121163
Tiempo: 0.00120508
Tiempo: 0.00120503
Tiempo: 0.0012091
Tiempo: 0.00120508
Tiempo: 0.00120492
Tiempo: 0.00120848
Tiempo: 0.0012049
Tiempo: 0.00120498
Tiempo: 0.00120501
Tiempo: 0.00121221
Tiempo: 0.00120509
Tiempo: 0.00120499
Tiempo: 0.00120871
Tiempo: 0.00120503
Tiempo: 0.00120488
Tiempo: 0.00120861
Tiempo: 0.00120514
Tiempo: 0.00120506
Tiempo: 0.00121135
Tiempo: 0.00120517
Tiempo: 0.001205
Tiempo: 0.00120498
Tiempo: 0.00121198
Tiempo: 0.00120599
Tiempo: 0.00120589
Tiempo: 0.00120942
Tiempo: 0.00120515
Tiempo: 0.00120506
Tiempo: 0.00121182
Tiempo: 0.00120538
Tiempo: 0.00120504
Tiempo: 0.00120506
Tiempo: 0.00120879
Tiempo: 0.00120502
Tiempo: 0.00120503
Tiempo: 0.00122055
Tiempo: 0.00120521
Tiempo: 0.00120518
Tiempo: 0.00121158
Tiempo: 0.00120525
Tiempo: 0.00120767
Tiempo: 0.00120507
Tiempo: 0.00120887
Tiempo: 0.00120513
Tiempo: 0.00120507
Tiempo: 0.00121207
Tiempo: 0.001206
Tiempo: 0.0012072
Tiempo: 0.00121261
Tiempo: 0.001206
Tiempo: 0.00120495
Tiempo: 0.00120876
Tiempo: 0.00120501
Tiempo: 0.00120502
Tiempo: 0.00120494
Tiempo: 0.00120871
Tiempo: 0.0012051
Tiempo: 0.00120502
Tiempo: 0.00121142
Tiempo: 0.00120605
Tiempo: 0.00120578
Tiempo: 0.00120952
Tiempo: 0.00120603
Tiempo: 0.0012058
Tiempo: 0.00120578
Tiempo: 0.00120953
Tiempo: 0.00120579
